<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20230316;124600;75689.0000000;75698.0000000;75679.0000000;75697.0000000;3178
20230316;124700;75697.0000000;75707.0000000;75678.0000000;75695.0000000;10816
20230316;124800;75696.0000000;75700.0000000;75686.0000000;75700.0000000;3015
20230316;124900;75700.0000000;75700.0000000;75679.0000000;75694.0000000;1696
20230316;125000;75693.0000000;75700.0000000;75676.0000000;75679.0000000;2875
20230316;125100;75680.0000000;75680.0000000;75662.0000000;75679.0000000;2043
20230316;125200;75679.0000000;75690.0000000;75671.0000000;75681.0000000;3818
20230316;125300;75681.0000000;75690.0000000;75681.0000000;75690.0000000;1574
20230316;125400;75689.0000000;75690.0000000;75678.0000000;75689.0000000;1930
20230316;125500;75690.0000000;75700.0000000;75681.0000000;75683.0000000;9268
20230316;125600;75683.0000000;75694.0000000;75629.0000000;75649.0000000;4673
20230316;125700;75645.0000000;75660.0000000;75639.0000000;75658.0000000;4556
20230316;125800;75658.0000000;75660.0000000;75646.0000000;75657.0000000;1167
20230316;125900;75657.0000000;75660.0000000;75648.0000000;75660.0000000;5422
20230316;130000;75660.0000000;75682.0000000;75640.0000000;75654.0000000;7796
20230316;130100;75653.0000000;75688.0000000;75653.0000000;75684.0000000;1201
20230316;130200;75683.0000000;75698.0000000;75671.0000000;75676.0000000;4039
20230316;130300;75676.0000000;75682.0000000;75676.0000000;75682.0000000;2146
20230316;130400;75682.0000000;75682.0000000;75681.0000000;75682.0000000;8300
20230316;130500;75682.0000000;75700.0000000;75681.0000000;75694.0000000;3616
20230316;130600;75696.0000000;75700.0000000;75687.0000000;75699.0000000;4154
20230316;130700;75698.0000000;75699.0000000;75665.0000000;75686.0000000;1842
20230316;130800;75686.0000000;75691.0000000;75653.0000000;75663.0000000;2359
20230316;130900;75663.0000000;75700.0000000;75655.0000000;75669.0000000;4437
20230316;131000;75669.0000000;75700.0000000;75651.0000000;75653.0000000;2689
20230316;131100;75652.0000000;75672.0000000;75642.0000000;75662.0000000;1215
20230316;131200;75661.0000000;75665.0000000;75643.0000000;75665.0000000;1279
20230316;131300;75664.0000000;75667.0000000;75650.0000000;75662.0000000;677
20230316;131400;75657.0000000;75684.0000000;75656.0000000;75680.0000000;958
20230316;131500;75679.0000000;75696.0000000;75666.0000000;75683.0000000;984
20230316;131600;75680.0000000;75695.0000000;75680.0000000;75694.0000000;420
20230316;131700;75694.0000000;75696.0000000;75687.0000000;75691.0000000;480
20230316;131800;75688.0000000;75707.0000000;75688.0000000;75706.0000000;5126
20230316;131900;75706.0000000;75707.0000000;75666.0000000;75678.0000000;2895
20230316;132000;75678.0000000;75680.0000000;75668.0000000;75675.0000000;1811
20230316;132100;75673.0000000;75677.0000000;75651.0000000;75653.0000000;1282
20230316;132200;75656.0000000;75681.0000000;75646.0000000;75657.0000000;2150
20230316;132300;75655.0000000;75655.0000000;75622.0000000;75641.0000000;1938
20230316;132400;75638.0000000;75643.0000000;75632.0000000;75638.0000000;962
20230316;132500;75638.0000000;75638.0000000;75612.0000000;75621.0000000;1701
20230316;132600;75621.0000000;75623.0000000;75605.0000000;75609.0000000;1785
20230316;132700;75609.0000000;75614.0000000;75579.0000000;75614.0000000;2233
20230316;132800;75614.0000000;75650.0000000;75607.0000000;75650.0000000;1612
20230316;132900;75650.0000000;75650.0000000;75605.0000000;75632.0000000;4880
20230316;133000;75632.0000000;75643.0000000;75622.0000000;75642.0000000;669
20230316;133100;75638.0000000;75646.0000000;75625.0000000;75630.0000000;1057
20230316;133200;75630.0000000;75646.0000000;75622.0000000;75645.0000000;767
20230316;133300;75644.0000000;75663.0000000;75644.0000000;75663.0000000;2617
20230316;133400;75662.0000000;75663.0000000;75642.0000000;75645.0000000;1741
20230316;133500;75644.0000000;75645.0000000;75603.0000000;75609.0000000;3222
20230316;133600;75609.0000000;75619.0000000;75567.0000000;75579.0000000;2948
20230316;133700;75579.0000000;75590.0000000;75565.0000000;75574.0000000;2538
20230316;133800;75576.0000000;75584.0000000;75529.0000000;75530.0000000;6340
20230316;133900;75530.0000000;75538.0000000;75516.0000000;75516.0000000;3230
20230316;134000;75516.0000000;75518.0000000;75485.0000000;75495.0000000;10408
20230316;134100;75495.0000000;75527.0000000;75461.0000000;75512.0000000;5395
20230316;134200;75512.0000000;75513.0000000;75475.0000000;75480.0000000;2875
20230316;134300;75481.0000000;75537.0000000;75478.0000000;75534.0000000;1160
20230316;134400;75534.0000000;75541.0000000;75492.0000000;75508.0000000;3657
20230316;134500;75506.0000000;75540.0000000;75493.0000000;75540.0000000;1350
20230316;134600;75540.0000000;75569.0000000;75514.0000000;75560.0000000;2459
20230316;134700;75563.0000000;75563.0000000;75516.0000000;75526.0000000;2844
20230316;134800;75525.0000000;75578.0000000;75520.0000000;75521.0000000;2499
20230316;134900;75524.0000000;75579.0000000;75517.0000000;75575.0000000;1762
20230316;135000;75574.0000000;75576.0000000;75495.0000000;75508.0000000;3778
20230316;135100;75505.0000000;75518.0000000;75502.0000000;75518.0000000;1308
20230316;135200;75516.0000000;75518.0000000;75500.0000000;75511.0000000;1545
20230316;135300;75511.0000000;75514.0000000;75506.0000000;75509.0000000;883
