<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20220616;145400;62297.0000000;62320.0000000;62276.0000000;62300.0000000;1618
20220616;145500;62297.0000000;62297.0000000;62208.0000000;62209.0000000;1992
20220616;145600;62209.0000000;62210.0000000;62175.0000000;62209.0000000;1944
20220616;145700;62209.0000000;62242.0000000;62179.0000000;62179.0000000;1769
20220616;145800;62180.0000000;62210.0000000;62163.0000000;62201.0000000;1395
20220616;145900;62201.0000000;62250.0000000;62200.0000000;62237.0000000;1691
20220616;150000;62237.0000000;62240.0000000;62224.0000000;62233.0000000;1583
20220616;150100;62227.0000000;62232.0000000;62187.0000000;62187.0000000;1543
20220616;150200;62187.0000000;62216.0000000;62181.0000000;62203.0000000;1224
20220616;150300;62201.0000000;62225.0000000;62195.0000000;62201.0000000;1355
20220616;150400;62200.0000000;62209.0000000;62189.0000000;62189.0000000;909
20220616;150500;62189.0000000;62194.0000000;62154.0000000;62154.0000000;2409
20220616;150600;62155.0000000;62156.0000000;62110.0000000;62147.0000000;4376
20220616;150700;62144.0000000;62211.0000000;62141.0000000;62205.0000000;2820
20220616;150800;62201.0000000;62225.0000000;62190.0000000;62219.0000000;1230
20220616;150900;62214.0000000;62220.0000000;62160.0000000;62160.0000000;1344
20220616;151000;62162.0000000;62176.0000000;62160.0000000;62170.0000000;1556
20220616;151100;62167.0000000;62174.0000000;62160.0000000;62169.0000000;1035
20220616;151200;62165.0000000;62170.0000000;62132.0000000;62150.0000000;1916
20220616;151300;62150.0000000;62150.0000000;62122.0000000;62124.0000000;1539
20220616;151400;62125.0000000;62133.0000000;62070.0000000;62085.0000000;5445
20220616;151500;62079.0000000;62082.0000000;62057.0000000;62064.0000000;2113
20220616;151600;62064.0000000;62072.0000000;61963.0000000;62020.0000000;14197
20220616;151700;62026.0000000;62058.0000000;62001.0000000;62017.0000000;3274
20220616;151800;62006.0000000;62020.0000000;61970.0000000;61994.0000000;3351
20220616;151900;61995.0000000;62043.0000000;61991.0000000;62028.0000000;3295
20220616;152000;62029.0000000;62066.0000000;62011.0000000;62053.0000000;2957
20220616;152100;62055.0000000;62062.0000000;61978.0000000;62026.0000000;5768
20220616;152200;62030.0000000;62064.0000000;62025.0000000;62051.0000000;1321
20220616;152300;62053.0000000;62062.0000000;62036.0000000;62055.0000000;1405
20220616;152400;62056.0000000;62166.0000000;62052.0000000;62140.0000000;5229
20220616;152500;62139.0000000;62221.0000000;62114.0000000;62190.0000000;5248
20220616;152600;62189.0000000;62200.0000000;62160.0000000;62173.0000000;2425
20220616;152700;62166.0000000;62207.0000000;62160.0000000;62177.0000000;2660
20220616;152800;62177.0000000;62186.0000000;62150.0000000;62152.0000000;1527
20220616;152900;62152.0000000;62240.0000000;62151.0000000;62225.0000000;3512
20220616;153000;62227.0000000;62230.0000000;62164.0000000;62175.0000000;2522
20220616;153100;62175.0000000;62187.0000000;62154.0000000;62170.0000000;1401
20220616;153200;62167.0000000;62179.0000000;62131.0000000;62155.0000000;2209
20220616;153300;62154.0000000;62161.0000000;62106.0000000;62126.0000000;2764
20220616;153400;62126.0000000;62149.0000000;62082.0000000;62084.0000000;2598
20220616;153500;62085.0000000;62120.0000000;62065.0000000;62083.0000000;2927
20220616;153600;62076.0000000;62079.0000000;62015.0000000;62027.0000000;3441
20220616;153700;62022.0000000;62042.0000000;62010.0000000;62040.0000000;2253
20220616;153800;62038.0000000;62091.0000000;62031.0000000;62069.0000000;2094
20220616;153900;62065.0000000;62073.0000000;62019.0000000;62019.0000000;1813
20220616;154000;62018.0000000;62045.0000000;62003.0000000;62031.0000000;3381
20220616;154100;62031.0000000;62064.0000000;61982.0000000;62043.0000000;5605
20220616;154200;62043.0000000;62084.0000000;62001.0000000;62068.0000000;2882
20220616;154300;62066.0000000;62079.0000000;62027.0000000;62042.0000000;1435
20220616;154400;62042.0000000;62052.0000000;61991.0000000;62036.0000000;2629
20220616;154500;62040.0000000;62048.0000000;61826.0000000;61872.0000000;15200
20220616;154600;61879.0000000;61920.0000000;61825.0000000;61898.0000000;6045
20220616;154700;61898.0000000;61931.0000000;61830.0000000;61922.0000000;5508
20220616;154800;61922.0000000;61928.0000000;61867.0000000;61891.0000000;2622
20220616;154900;61894.0000000;61955.0000000;61862.0000000;61955.0000000;5624
20220616;155000;61953.0000000;61955.0000000;61881.0000000;61914.0000000;6450
20220616;155100;61914.0000000;61916.0000000;61830.0000000;61830.0000000;6377
20220616;155200;61831.0000000;61872.0000000;61814.0000000;61833.0000000;5244
20220616;155300;61833.0000000;61860.0000000;61812.0000000;61818.0000000;2989
20220616;155400;61818.0000000;61828.0000000;61750.0000000;61828.0000000;12817
20220616;155500;61820.0000000;61824.0000000;61766.0000000;61775.0000000;2779
20220616;155600;61769.0000000;61818.0000000;61736.0000000;61815.0000000;6077
20220616;155700;61814.0000000;61825.0000000;61760.0000000;61791.0000000;3342
20220616;155800;61791.0000000;61845.0000000;61778.0000000;61778.0000000;4608
20220616;155900;61778.0000000;61800.0000000;61743.0000000;61771.0000000;3574
